ID	NAME	EQUATION	Xexp_mean_normalized	XNlim_mean_normalized	Aexp_mean_normalized	ANlim_mean_normalized	GexpUrea_mean_normalized	GNlimUrea_mean_normalized
r_0020	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	D-erythrose 4-phosphate[m] + H2O[m] + phosphoenolpyruvate[m] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m] + phosphate[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + S-adenosyl-L-methionine[m] => 2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-homocysteine[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	2-hexaprenyl-6-methoxyphenol[m] + oxygen[m] => 2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + H2O[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0023	2-isopropylmalate hydratase	2-isopropylmaleic acid[c] + H2O[c] <=> 2-isopropylmalate[c]	-0.011184432693404068	-0.005795986261551954	-0.0036664043930950637	-0.0012907201440706337	-0.04152978299755084	-0.009761264051411452
r_0024	2-isopropylmalate synthase	3-methyl-2-oxobutanoate[c] + acetyl-CoA[c] + H2O[c] => 2-isopropylmalate[c] + coenzyme A[c] + H+[c]	6.17284554211002e-07	7.906207934680674e-05	0.0047094022138615115	0.001162760100622598	2.378067861983205e-05	0.0002740295834022941
r_0025	2-isopropylmalate synthase	3-methyl-2-oxobutanoate[m] + acetyl-CoA[m] + H2O[m] => 2-isopropylmalate[m] + coenzyme A[m] + H+[m]	0.011316491745541368	0.005725492639446848	0.00028649072749179584	0.0005156112715455567	0.04150702254311504	0.009562190529962397
r_0026	2-keto-4-methylthiobutyrate transamination	4-methylthio-2-oxobutanoate[c] + L-glutamate[c] => 2-oxoglutarate[c] + L-methionine[c]	7.150458940989591e-06	1.0303848230464445e-05	1.4504901366902689e-06	2.217943863096725e-06	8.401071075905291e-06	1.3497402210027187e-05
r_0027	2-methylcitrate dehydratase	homocitrate[m] <=> but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m]	0.009209470422290198	0.002714947235894267	0.007231636445306985	0.001587015870765486	0.02628270637240879	0.004256890461898278
r_0714	malate dehydrogenase, cytoplasmic	(S)-malate[c] + NAD[c] <=> H+[c] + NADH[c] + oxaloacetate[c]	-0.6824560061526717	-0.9888849920052829	0.08049059448159038	0.035766415834354214	-1.5909622886524801	-1.324603149126369
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	(2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] => 4-methyl-2-oxopentanoate[c] + carbon dioxide[c]	0.01118443269340526	0.005795986261544492	0.0036664043930963895	0.001290720144069066	0.04152978299752742	0.009761264051441383
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	(2S)-2-isopropyl-3-oxosuccinate[m] + H+[m] => 4-methyl-2-oxopentanoate[m] + carbon dioxide[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0032	3',5'-bisphosphate nucleotidase	adenosine 3',5'-bismonophosphate[c] + H2O[c] => AMP[c] + phosphate[c]	0.0036633701457263346	0.0019943372088737092	0.0013887739719508937	0.0005867453894570037	0.016755638137343785	0.0045031148177136346
r_0033	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic AMP[c] + H2O[c] => AMP[c] + H+[c]	2.9322163755563297e-05	0.0004360179776188899	1.6674262225481238e-05	0.00039261024283268966	0.0007368108875352066	0.0003433948280682875
r_0034	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic dAMP[c] + H2O[c] => dAMP[c] + H+[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0035	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic IMP[c] + H2O[c] => H+[c] + IMP[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0036	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic GMP[c] + H2O[c] => GMP[c] + H+[c]	6.261109080420288e-05	0.0	1.608927420920513e-05	0.0008235288490959814	0.0006781575672605363	0.00022918150592745592
r_0037	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic CMP[c] + H2O[c] => CMP[c] + H+[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0038	3,4-dihydroxy-2-butanone-4-phosphate synthase	D-ribulose 5-phosphate[c] => 2-hydroxy-3-oxobutyl phosphate[c] + formate[c] + H+[c]	5.7384715550920136e-05	6.741991241502235e-05	2.1815147002269675e-05	1.2058599979622547e-05	0.000151268505283827	9.157937675767544e-05
r_0039	3-dehydroquinate dehydratase	3-dehydroquinate[c] => 3-dehydroshikimate[c] + H2O[c]	0.008061823612160634	0.0043162135205729564	0.00269793154532116	0.0008627997389096756	0.03082247113094792	0.0067837523173179155
r_0040	3-dehydroquinate synthase	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] => 3-dehydroquinate[c] + phosphate[c]	0.008061823612160634	0.0043162135205729564	0.00269793154532116	0.0008627997389096756	0.03082247113094792	0.0067837523173179155
r_0041	3-dehydrosphinganine reductase	3-ketosphinganine[er] + 2 H+[er] + NADPH[er] => NADP(+)[er] + sphinganine[er]	0.0	0.0	0.0	0.0	0.0	0.0
r_0042	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	D-erythrose 4-phosphate[c] + H2O[c] + phosphoenolpyruvate[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] + phosphate[c]	0.008061823612160634	0.0043162135205729564	0.00269793154532116	0.0008627997389096756	0.03082247113094792	0.0067837523173179155
r_0043	3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase	3-hexaprenyl-4-hydroxybenzoic acid[c] + 0.5 oxygen[c] => 3-hexaprenyl-4,5-dihydroxybenzoic acid[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0045	3-hydroxy-L-kynurenine hydrolase	3-hydroxy-L-kynurenine[c] + H2O[c] => 3-hydroxyanthranilate[c] + L-alanine[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	(S)-3-hydroxytetradecanoyl-CoA[p] + NAD[p] => 3-oxotetradecanoyl-CoA[p] + H+[p] + NADH[p]	0.00031221730591139826	0.00017153957298779367	0.0021327055853365084	0.0005243519556384138	0.0003338621770669074	0.0006961930649292617
r_0058	3-hydroxyanthranilate 3,4-dioxygenase	3-hydroxyanthranilate[c] + oxygen[c] => 2-amino-3-carboxymuconate-6-semialdehyde[c] + H+[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0059	3-isopropylmalate 3-methyltransferase	(2R,3S)-3-isopropylmalate[c] + S-adenosyl-L-methionine[c] => 3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate[c] + S-adenosyl-L-homocysteine[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0060	3-isopropylmalate dehydratase	(2R,3S)-3-isopropylmalate[c] <=> 2-isopropylmaleic acid[c] + H2O[c]	-0.011184432693402822	-0.005795986261544492	-0.0036664043930945767	-0.0012907201440697576	-0.04152978299752379	-0.009761264051429316
r_0061	3-isopropylmalate dehydrogenase	(2R,3S)-3-isopropylmalate[c] + NAD[c] => (2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] + NADH[c]	0.01118443269340526	0.005795986261544492	0.0036664043930963895	0.001290720144069066	0.04152978299752742	0.009761264051441383
r_0062	3-methyl-2-oxobutanoate decarboxylase	3-methyl-2-oxobutanoate[c] + H+[c] => carbon dioxide[c] + isobutyraldehyde[c]	6.82887198366434e-06	0.00016202167679333723	6.592687977676251e-05	0.00019405725279890684	6.799873545719672e-06	0.0009213815605657873
r_0063	3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate[m] + 5,10-methylenetetrahydrofolate[m] + H2O[m] => 2-dehydropantoate[m] + THF[m]	1.2867368029051137e-05	2.2668724219875934e-05	6.099743512396644e-06	9.191704790603458e-06	4.708895894484902e-06	2.8050468234946005e-05
r_0064	3-methyl-2-oxopentanoate decarboxylase	(S)-3-methyl-2-oxopentanoate[c] + H+[c] => 2-methylbutanal[c] + carbon dioxide[c]	0.00036466499416381914	0.00011970455804244714	9.519298511307097e-05	0.00012571851245538182	1.150847393846962e-05	0.0007491938249770545
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimic acid[c] + phosphoenolpyruvate[c] => 5-O-(1-carboxyvinyl)-3-phosphoshikimic acid[c] + phosphate[c]	0.008061823612160634	0.0043162135205729564	0.00269793154532116	0.0008627997389096756	0.03082247113094792	0.0067837523173179155
r_0066	4-amino-4-deoxychorismate synthase	chorismate[c] + L-glutamine[c] => 4-amino-4-deoxychorismate[c] + L-glutamate[c]	2.0135499667577488e-07	8.347663478343654e-06	5.282886950251054e-08	1.5589407750132322e-06	7.697949969122161e-07	1.0249770765517343e-05
r_0067	4-aminobenzoate synthase	4-amino-4-deoxychorismate[c] => 4-aminobenzoate[c] + H+[c] + pyruvate[c]	2.0135499667577488e-07	8.347663478343654e-06	5.282886950251054e-08	1.5589407750132322e-06	7.697949969122161e-07	1.0249770765517343e-05
r_0068	4-aminobutyrate transaminase	2-oxoglutarate[c] + gamma-aminobutyrate[c] => L-glutamate[c] + succinic semialdehyde[c]	0.0006163730537253824	0.0006312493615634079	0.00013177563319973504	0.00017759040645367783	0.00019421175391178973	0.0017835174956131621
r_0069	4-hydroxy-L-threonine synthase	4-(phosphonooxy)-L-threonine[c] + H2O[c] => 4-hydroxy-L-threonine[c] + phosphate[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0072	4-methyl-2-oxopentanoate decarboxylase	4-methyl-2-oxopentanoate[c] + H+[c] => 3-methylbutanal[c] + carbon dioxide[c]	0.0001371194554638803	5.887370894292196e-05	1.2996341421266991e-05	0.00010448295811155677	1.3447034864905227e-05	0.0007313042368726621
r_0073	4PP-IP5 depyrophosphorylation to IP6	4-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] <=> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]	7.87481083059043e-18	-1.9568066156260104e-21	0.0	0.0	0.0	-4.162894083343861e-21
r_0075	5'-methylthioadenosine phosphorylase	5'-S-methyl-5'-thioadenosine[c] + phosphate[c] => adenine[c] + S-methyl-5-thio-alpha-D-ribose 1-phosphate[c]	7.150458940989591e-06	1.0303848230464445e-05	1.4504901366902689e-06	2.217943863096725e-06	8.401071075905291e-06	1.3497402210027187e-05
r_0076	5'-nucleotidase (CMP)	CMP[c] + H2O[c] => cytidine[c] + phosphate[c]	0.0027062208116762497	0.001643872910914534	0.0023407922957769467	0.0047773587631183955	0.006932584778017987	0.008789162473509181
r_0078	5'-nucleotidase (UMP)	H2O[c] + UMP[c] => phosphate[c] + uridine[c]	0.005381491653438112	0.0018014995359596781	0.0017591671151894123	0.002593944886727594	0.0025914409116458204	0.007819767465934789
r_0079	5'-phosphoribosylformyl glycinamidine synthetase	5'-phosphoribosyl-N-formylglycineamide[c] + ATP[c] + H2O[c] + L-glutamine[c] => 5'-phosphoribosyl-N-formylglycineamidine[c] + ADP[c] + H+[c] + L-glutamate[c] + phosphate[c]	0.0027098834459339982	0.0031898982298527024	0.0010302508459829462	0.0005694373683301359	0.00714366706879744	0.004324712344076799
r_0080	5,10-methylenetetrahydrofolate reductase (NADPH)	5,10-methylenetetrahydrofolate[c] + 2 H+[c] + NADPH[c] => 5-methyltetrahydrofolate[c] + NADP(+)[c]	0.005379348794748487	0.003943986581742911	0.003141079627587588	0.0012920926382130752	0.01752032921200598	0.008941703665564397
r_0081	5-aminolevulinate synthase	H+[m] + L-glycine[m] + succinyl-CoA[m] => 5-aminolevulinate[m] + carbon dioxide[m] + coenzyme A[m]	2.3185519843906952e-07	2.724062679792093e-07	8.814280442445851e-08	4.872180994119693e-08	6.111858799446106e-07	3.7001768388044515e-07
r_0084	5-formethyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolic acid[c] + ATP[c] => 5,10-methenyl-THF[c] + ADP[c] + phosphate[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0085	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	5-methyltetrahydropteroyltri-L-glutamic acid[c] + L-homocysteine[c] => L-methionine[c] + tetrahydropteroyltri-L-glutamic acid[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0086	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	S-methyl-5-thio-D-ribulose 1-phosphate[c] => 5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + H2O[c]	7.150458940989591e-06	1.0303848230464445e-05	1.4504901366902689e-06	2.217943863096725e-06	8.401071075905291e-06	1.3497402210027187e-05
r_0087	5-methylthioribose-1-phosphate isomerase	S-methyl-5-thio-alpha-D-ribose 1-phosphate[c] <=> S-methyl-5-thio-D-ribulose 1-phosphate[c]	7.150458941318289e-06	1.0303848230687171e-05	1.4504901366660747e-06	2.217943863352232e-06	8.401071075444793e-06	1.3497402210420337e-05
r_0088	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c] <=> 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]	0.0	-3.189594783470399e-19	0.0	0.0	0.0	-8.325788166687722e-21
r_0089	5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c] <=> 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]	-2.7534303603463015e-21	-1.5576180660383047e-18	0.0	0.0	0.0	-4.162894083343861e-21
r_0090	6-phosphofructo-2-kinase	ATP[c] + D-fructose 6-phosphate[c] => ADP[c] + beta-D-fructose 2,6-bisphosphate[c] + H+[c]	0.002113468799568995	0.0005712635578175218	4.980662691189622e-05	0.00016760110314513192	0.00202763567653185	0.0009402510860181196
r_0091	6-phosphogluconolactonase	6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]	0.43837139725935614	0.41764417641766405	0.05754235377473519	0.007984388165439279	0.6079572754871235	0.6963587267927035
r_0092	6PP-IP5 depyrophosphorylation to IP6	6-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] <=> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]	0.0	-3.0017413483703088e-18	0.0	0.0	0.0	-4.162894083343861e-21
r_0095	acetaldehyde condensation	2 acetaldehyde[c] => (R)-acetoin[c]	0.00014066662105565456	3.136729475152113e-05	0.0	0.0	2.7581472539929165e-05	0.00032196439002107636
r_0096	acetohydroxy acid isomeroreductase	2-acetyllactic acid[m] + H+[m] + NADPH[m] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]	0.018578170515731168	0.009831062007456565	0.0074923023328781705	0.0026346128469297244	0.06922689320163704	0.016875647175129776
r_0097	acetolactate synthase	H+[m] + 2 pyruvate[m] => 2-acetyllactic acid[m] + carbon dioxide[m]	0.018578170515731168	0.009831062007456565	0.0074923023328781705	0.0026346128469297244	0.06922689320163704	0.016875647175129776
r_0099	acetyl-CoA ACP transacylase	acetyl-CoA[m] + ACP1[m] <=> acetyl-ACP[m] + coenzyme A[m]	0.0	3.2060319590416665e-17	0.0	0.0	0.0	0.0
r_0100	acetyl-CoA C-acyltransferase (palmitoyl-CoA)	3-oxooctadecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + palmitoyl-CoA[p]	0.00019083842589159372	0.00011138585057047215	0.0008409310703744682	0.00026813708193117153	0.00020795997494561116	0.0003804595842511399
r_0101	acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	3-oxohexacosanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + tetracosanoyl-CoA[p]	4.948607316352124e-05	3.815034706848078e-05	6.207726721857528e-05	2.582823368219128e-05	6.679289461821797e-05	5.590330608919281e-05
r_0102	acetyl-CoA C-acyltransferase (myristoyl-CoA)	3-oxopalmitoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + myristoyl-CoA[p]	0.000312217305753683	0.00017153957298779367	0.0021327055853365084	0.0005243519556384138	0.0003338621772314238	0.0006961930649292617
r_0103	acetyl-CoA C-acetyltransferase	2 acetyl-CoA[c] => acetoacetyl-CoA[c] + coenzyme A[c]	0.003706779416989205	0.004786458461064463	0.0016234485248552534	0.0017474533797330642	0.0027490524296889182	0.014219190262750842
r_0104	acetyl-CoA C-acetyltransferase	2 acetyl-CoA[m] => acetoacetyl-CoA[m] + coenzyme A[m]	0.0002439320601750556	0.003323079005773862	1.0004878074231551e-05	0.0	9.947955303552011e-06	0.004219399539453168
r_0105	acetyl-CoA C-acyltransferase (lauroyl-CoA)	3-oxotetradecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + lauroyl-CoA[p]	0.00031221730591139826	0.00017153957298779367	0.0021327055853365084	0.0005243519556384138	0.0003338621770669074	0.0006961930649292617
r_0106	acetyl-CoA C-acyltransferase (octanoyl-CoA)	3-oxodecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + octanoyl-CoA[p]	1.1571501612333183e-05	0.000298709147972839	7.953551980073067e-06	1.2141250846353166e-05	0.00024914201048404565	2.668413943662558e-05
r_0107	acetyl-CoA C-acyltransferase (decanoyl-CoA)	3-oxolauroyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + decanoyl-CoA[p]	0.00031478597355258863	0.00021908885864735817	0.0022274941693461716	0.0005268962856017963	0.0004248949272835388	0.0007096652448199401
r_0108	acetyl-Coa carboxylase	acetyl-CoA[m] + ATP[m] + bicarbonate[m] => ADP[m] + H+[m] + malonyl-CoA[m] + phosphate[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0109	acetyl-CoA carboxylase, reaction	acetyl-CoA[c] + ATP[c] + bicarbonate[c] => ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c]	0.13702808716631562	0.2252608562554913	0.15558262592442187	0.11138841520275723	0.10637583201027942	0.5121123907708574
r_0715	malate dehydrogenase, peroxisomal	(S)-malate[p] + NAD[p] <=> H+[p] + NADH[p] + oxaloacetate[p]	-0.0015388038232729908	-0.0026278618405438485	-0.007981137962837656	-0.00208684622201706	-0.003510018447690725	-0.0030931763963387314
r_0218	aspartate transaminase	2-oxoglutarate[p] + L-aspartate[p] <=> L-glutamate[p] + oxaloacetate[p]	-3.022865083558841e-07	-4.084573382768982e-05	-2.52202985891943e-05	-1.0749255730586053e-05	0.0	-2.5272045351891416e-05
r_0028	2-methylcitrate synthase	H2O[m] + oxaloacetate[m] + propionyl-CoA[m] => 2-methylcitrate[m] + coenzyme A[m] + H+[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0111	acetyl-CoA hydrolase	acetyl-CoA[m] + H2O[m] => acetate[m] + coenzyme A[m] + H+[m]	0.0	0.0	4.941714185869506e-06	7.313663203616044e-06	0.0	9.16236254073432e-06
r_0115	acetylglutamate kinase	ATP[m] + N-acetyl-L-glutamate[m] => ADP[m] + N-acetyl-L-gamma-glutamyl phosphate[m]	0.008044893051445472	0.004228780756756094	0.0026822145252983006	0.000855472870744472	0.030565374614750833	0.006715149532246983
r_0116	acid phosphatase (secreted)	FMN[e] + H2O[e] => phosphate[e] + riboflavin[e]	0.0	0.0	0.0	0.0	0.0	0.0
r_0117	aconitase	2-methylcitrate[m] <=> (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid[m]	0.0	-7.827226462504041e-21	0.0	-4.998969148593494e-19	2.7360364729273506e-21	-4.162894083343861e-21
r_0118	acteylornithine transaminase	2-acetamido-5-oxopentanoate[m] + L-glutamate[m] => 2-oxoglutarate[m] + N(2)-acetyl-L-ornithine[m]	0.008044893051445472	0.004228780756756094	0.0026822145252983006	0.000855472870744472	0.030565374614750833	0.006715149532246983
r_0120	acyl-CoA oxidase (decanoyl-CoA)	decanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dec-2-enoyl-CoA[p]	6.9721622914339846e-06	0.00016589217663919075	1.1428834932524718e-06	9.481138120831968e-06	5.650163831453375e-05	1.2164969145949794e-05
r_0121	acyl-CoA oxidase (dodecanoyl-CoA)	lauroyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dodec-2-enoyl-CoA[p]	0.0003122173023389185	0.00017153957298779367	0.0021327055853365084	0.0005243519556384138	0.0003338621770669074	0.000696193064929274
r_0122	acyl-CoA oxidase (hexacosanoyl-CoA)	hexacosanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-hexacos-2-enoyl-CoA[p]	4.948607316352124e-05	3.815034706848078e-05	6.207726721857528e-05	2.582823368219128e-05	6.679289461821797e-05	5.590330608919281e-05
r_0123	acyl-CoA oxidase (hexadecanoyl-CoA)	oxygen[p] + palmitoyl-CoA[p] => hexadec-2-enoyl-CoA[p] + hydrogen peroxide[p]	0.000312217305753683	0.00017153957298779367	0.0021327055853365084	0.0005243519556384138	0.0003338621772314238	0.0006961930649292617
r_0124	acyl-CoA oxidase (octadecanoyl-CoA)	oxygen[p] + stearoyl-CoA[p] => hydrogen peroxide[p] + trans-octadec-2-enoyl-CoA[p]	0.00019083842589159372	0.00011138585057047215	0.0008409310703744682	0.00026813708193117153	0.00020795997494561116	0.0003804595842511399
r_0125	acyl-CoA oxidase (tetradecanoyl-CoA)	myristoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-tetradec-2-enoyl-CoA[p]	0.00031221730591139826	0.00017153957298779367	0.0021327055853365084	0.0005243519556384138	0.0003338621770669074	0.0006961930649292617
r_0126	acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane	oleoyl-CoA[erm] + episterol[erm] <=> coenzyme A[erm] + episteryl oleate[erm]	0.002339175045789836	0.002282626358480622	0.00047186321375000087	0.0006394415427500906	0.0015065864073397447	0.005135814023318871
r_0127	acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane	oleoyl-CoA[erm] + ergosterol[erm] <=> coenzyme A[erm] + ergosteryl oleate[erm]	0.0008375902364186733	0.0009015908438222851	0.00014159569313812085	0.00025213070881975337	0.0005155455437750244	0.0018031307813419872
r_0128	acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane	oleoyl-CoA[erm] + fecosterol[erm] <=> coenzyme A[erm] + fecosteryl oleate[erm]	0.0017974971479746116	0.002201218540512529	0.0004882113410323293	0.0004656424380827791	0.0014279567941682615	0.00409033420386686
