uniprot	names	abs_Xexp	cap_Xexp	UB_Xexp	abs_XNlim	cap_XNlim	UB_XNlim	abs_Aexp	cap_Aexp	UB_Aexp	abs_ANlim	cap_ANlim	UB_ANlim	abs_Gexp	cap_Gexp	UB_Gexp	abs_GNlim	cap_GNlim	UB_GNlim
M7WGA7	phosphoketolase	0.00162407216573278	0.410393462495658	0.00395735389120621	0.000662019408116999	0.297959398379404	0.00222184435771354	1.80263507186448e-06	0.000538076157006832	0.00335014857727954	5.02236264916154e-06	0.00213297032458236	0.00235463315700134	0.00131413485401374	0.320041078016939	0.00410614431796217	0.00158551146972331	0.358137591683633	0.00442710150104516
M7WGF6	protoheme ix farnesyltransferase	1.48596806243438e-10	1.48596806243438e-13	1000.0	4.09426902792774e-11	4.09426902792774e-14	1000.0	2.00891434883041e-10	2.00891434883041e-13	1000.0	3.30221209489855e-11	3.30221209489855e-14	1000.0	5.25596793316954e-10	5.25596793316954e-13	1000.0	5.2283951709e-11	5.2283951709e-14	1000.0
M7WGI6	pyridoxine biosynthesis protein	0.0	0.0	1000.0	2.67112720830909e-22	2.67112720830909e-25	1000.0	1.06845088332364e-21	1.06845088332364e-24	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0
M7WGT6	terpene cyclase/mutase family member (ec 5.4.99.-)	1.14146428644008e-09	1.14146428644008e-12	1000.0	4.52765550304887e-10	3.42124201088769e-05	1.32339527243035e-05	1.33688809735983e-09	4.68297794672884e-05	2.85478196260496e-05	4.28213240067934e-10	2.15217747925975e-05	1.98967438417402e-05	1.13922846571417e-09	3.14808739783996e-05	3.61879554708629e-05	9.60271076180816e-10	9.60271076180816e-13	1000.0
M7WGU3	monothiol glutaredoxin	6.69256317031852e-23	6.69256317031852e-26	1000.0	3.4424535936128e-09	2.52082455638842e-06	0.00136560618028285	5.67331989746441e-08	1.93020607912209e-05	0.00293923014688918	1.26451315046829e-08	7.09094916331625e-06	0.00178327769857668	0.0	0.0	0.00388296654356671	2.4460261187066e-08	1.71724420408901e-05	0.00142439037667575
M7WGZ0	5-oxoprolinase	2.3643139534464e-06	2.3643139534464e-09	1000.0	9.68828894866394e-07	9.68828894866394e-10	1000.0	1.29243890897672e-06	1.29243890897672e-09	1000.0	1.01819679076875e-06	1.01819679076875e-09	1000.0	3.27661502200643e-06	3.27661502200643e-09	1000.0	8.00819565082641e-06	8.00819565082641e-09	1000.0
M7WH87	s-formylglutathione hydrolase (ec 3.1.2.12)	0.0	0.0	0.000837733735639282	6.60455305896701e-23	6.60455305896701e-26	1000.0	0.0	0.0	0.000734652067866081	6.60455305896701e-23	1.46561951005868e-19	0.000450632173878646	5.28364244717361e-22	5.28364244717361e-25	1000.0	3.30227652948351e-23	5.52140847530948e-20	0.000598085894975994
M7WH92	60s ribosomal protein l18	0.00570411024902559	0.123596269267685	0.0461511523189394	0.000706098538598547	0.0667082443010334	0.010584876667	0.00678849316659466	0.224925927052943	0.0301810167264389	0.000627322817509536	0.0451772621650998	0.0138858086445565	0.0292637339093238	0.401057025896099	0.0729665160308277	0.00103899719860623	0.0491521221146101	0.0211383996032472
M7WHA9	acyl-coenzyme a oxidase	1.45938668264124e-05	0.0702264033943877	0.000207811679382953	3.01643713355849e-05	3.01643713355849e-08	1000.0	0.000191011656989834	0.994085113240303	0.000192148191785324	2.0254954992625e-05	0.192779395295892	0.000105068049215198	0.000118311264727031	1.18311264727031e-07	1000.0	6.46436941260943e-06	0.088249505615321	7.32510552612903e-05
M7WHB3	chorismate mutase (ec 5.4.99.5)	9.18272215780992e-09	4.72276301049381e-05	0.000194435378980615	1.14826566634867e-09	6.36393017179668e-06	0.0001804334169846	1.09284384675966e-08	1.80426743538129e-05	0.000605699479649872	1.02314000058799e-09	2.43128061832303e-06	0.000420823492309868	4.71117753831849e-08	4.99577917747511e-05	0.000943031581451834	1.70068362519892e-09	6.3689567250312e-06	0.000267027034194613
M7WHB7	glycosyltransferase family 2 protein	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0
M7WHC9	atp citrate synthase	1.57504070724427e-05	0.00545108596718491	0.00288940720569422	4.34072365865581e-06	0.000716805283210266	0.00605565243494797	9.85553792709569e-08	0.000212192042732595	0.00046446312501528	6.18280659019682e-07	0.000971729594700339	0.000636268219463201	1.57519400431523e-05	0.00251028616632004	0.00627495791296331	1.12210754382589e-05	0.00173886304357478	0.00645311054238662
M7WHH3	1-phosphatidylinositol 4-kinase	1.37329628282807e-05	1.37329628282807e-08	1000.0	3.8222244213992e-06	3.8222244213992e-09	1000.0	1.1263633550246e-05	1.1263633550246e-08	1000.0	2.91017958772046e-06	2.91017958772046e-09	1000.0	1.5039391145797e-05	1.5039391145797e-08	1000.0	9.06749883423107e-06	9.06749883423107e-09	1000.0
M7WHN9	malic enzyme	4.30245902868865e-06	0.0033534055060943	0.00128301185790671	2.6620296331674e-07	0.000790745127100246	0.000336648250104224	0.000491114562519419	0.367775518005278	0.00133536502153025	0.000120949906761863	0.188314820690806	0.000642275028158567	7.83639961109023e-06	0.00447726364128898	0.00175026539398385	1.24693370099525e-06	0.00234351080064291	0.000532079348920929
M7WHQ7	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1.42553634076292e-05
M7WHV7	cytochrome p450, family 51 (sterol 14-demethylase)	1.98940077823055e-05	0.0231065466516117	0.000860968455488257	7.88049134956982e-06	0.0368061900624913	0.000214107771985907	2.32991746420205e-05	0.0509838590441949	0.000456991194444969	7.46258836698281e-06	0.0305151224332694	0.000244553774388486	1.98541185666333e-05	0.0203939523325949	0.00097352971326216	1.67358567886086e-05	0.0272914361398753	0.000613227413274744
M7WHZ8	glycerol-3-phosphate-acyltransferase	0.0149722897520047	1.49722897520047e-05	1000.0	2.9493121357328e-07	2.9493121357328e-10	1000.0	0.0310222046008459	3.10222046008459e-05	1000.0	0.00353201661717804	3.53201661717804e-06	1000.0	0.0321511943318381	3.21511943318381e-05	1000.0	0.0084853059550722	8.4853059550722e-06	1000.0
M7WI20	cytochrome c oxidase subunit va	0.00362997735415907	0.107198031540715	0.0338623508471829	0.0015676039225255	0.0646997802959959	0.0242288909692406	0.0115643980720995	0.257154909131981	0.0449705514513986	0.00335752989095265	0.10962816625802	0.0306265260612896	0.00977043622309748	0.129755865541806	0.0752986092944643	0.00184932879843015	0.0838740836636015	0.022048870373921
M7WI54	glutamate decarboxylase (ec 4.1.1.15)	1.39067758984687e-08	5.75498988706724e-06	0.00241647269089392	1.00676113878024e-08	9.13128042559021e-06	0.00110254103680664	4.22988220118523e-08	2.8760266025222e-05	0.00147073820439482	2.14601490927839e-08	2.44416418814626e-05	0.000878015854943854	9.8167466256013e-09	8.63025760873952e-06	0.0011374801391398	1.42492016654782e-08	2.17918039355986e-05	0.000653878940338713
M7WI96	glyceraldehyde-3-phosphate dehydrogenase (ec 1.2.1.12)	0.00074887605370708	0.0102372831567401	0.0731518355252319	0.000235729242071292	0.00591455453189748	0.0398557897809536	0.000332073731807459	0.00538402235316667	0.061677628736468	4.52775960095033e-05	0.00113355230971161	0.0399431024237624	0.00219052622165065	0.0208112271140891	0.105256946629912	0.000300874722603909	0.00503239837059394	0.05978754074042
M7WIC9	type ii pantothenate kinase	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	0.000177578124854538	0.0	0.0	6.5244456206555e-05	0.0	0.0	0.000125659761210909	0.0	0.0	1000.0
M7WIF9	1-phosphatidylinositol-3-phosphate 5-kinase	9.45921692694949e-07	9.45921692694949e-10	1000.0	1.35678084029486e-07	1.35678084029486e-10	1000.0	1.78015081217661e-06	1.78015081217661e-09	1000.0	5.02282116396562e-07	5.02282116396562e-10	1000.0	3.32682231077982e-06	3.32682231077982e-09	1000.0	4.42918439846912e-07	4.42918439846912e-10	1000.0
M7WIG9	acetyltransferase component of pyruvate dehydrogenase complex (ec 2.3.1.12)	0.00042553966786606	0.043178046672144	0.0098554636131929	0.000184430241193923	0.0351526517283681	0.00524655273858297	0.000846558947037931	0.146360818530552	0.00578405447261978	0.000374277674033409	0.0819437588457503	0.00456749457561428	0.00120722538563843	0.0765279543489639	0.0157749595675006	0.000217355013520196	0.0303565982574411	0.00716005830682682
M7WIR6	uricase (ec 1.7.3.3) (urate oxidase)	0.0	0.0	0.00142157233034981	0.0	0.0	0.000759521806978624	0.0	0.0	0.000801011460627619	0.0	0.0	0.000854753820934546	0.0	0.0	0.00130540983029059	0.0	0.0	0.00116537022161274
M7WJ06	d-lactaldehyde dehydrogenase	0.0	0.0	0.00430812840682588	0.0	0.0	0.00124217754563591	0.0	0.0	0.00109723474246477	0.0	0.0	0.000557093202198163	0.0	0.0	0.000802820120898427	0.0	0.0	0.000412421219537778
M7WJ30	pantoate-beta-alanine ligase	1.94036718169585e-06	0.00400260509258956	0.000484776073784611	8.01671077213397e-07	0.00269155500403891	0.000297846811976876	3.27111496701885e-06	0.00665539857419439	0.000491497981759087	1.46583515994029e-06	0.00373094970759	0.000392885263759598	9.52805461492152e-07	9.52805461492152e-10	1000.0	9.32592232358836e-07	0.00375505701741603	0.000248356344000492
M7WJE8	dolichol-phosphate mannosyltransferase subunit 1 (ec 2.4.1.83)	0.000120778216879991	1.20778216879991e-07	1000.0	5.05607689145732e-05	0.818929131654329	6.17401029713459e-05	0.000207202558884332	2.07202558884332e-07	1000.0	3.43319970905721e-05	3.43319970905721e-08	1000.0	0.000351317704737119	3.51317704737119e-07	1000.0	3.25031841637007e-05	3.25031841637007e-08	1000.0
M7WJI1	farnesyl-diphosphate farnesyltransferase	0.000253195837227505	0.372740218555474	0.000679282311441321	0.000100430958672167	0.688084247438796	0.000145957357759596	0.000296544101389437	0.99099027201869	0.000299240173957877	9.49848463231745e-05	0.587603433732056	0.000161647874859913	0.000252699894860046	0.470252417118187	0.000537370751667047	0.00021300415789375	0.990896648762717	0.000214961023593851
M7WJN6	d-lactate dehydrogenase 2, mitochondrial	0.0	0.0	0.0003654166549895	0.0	0.0	0.000147249069066466	0.0	0.0	0.000451808816121127	7.22422831705089e-18	1.74598211910726e-14	0.000413763018417664	0.0	0.0	0.000758273017870096	0.0	0.0	0.000280838906794291
M7WJP1	40s ribosomal protein s2 (fragment)	0.00570411024902559	0.0637497824844546	0.0894765444951368	0.000706098538598547	0.0317966570519689	0.0222066910192631	0.00678849316659466	0.102645945875699	0.066135034449537	0.000627322817509536	0.0184564847277756	0.033989290309734	0.0292637339093238	0.187353176465138	0.156195557830689	0.00103899719860623	0.0304020574146062	0.0341752265130275
M7WJQ7	phosphoadenosine phosphosulfate reductase	6.63713364695719e-10	6.63713364695719e-13	1000.0	8.47501087394437e-11	8.47501087394437e-14	1000.0	8.94823596561676e-10	8.94823596561676e-13	1000.0	1.12422330514627e-10	1.12422330514627e-13	1000.0	4.07341443701342e-09	4.36978062293544e-05	9.32178246119155e-05	1.79881603441677e-10	1.79881603441677e-13	1000.0
M7WJS0	translation initiation protein sua5	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0
M7WJW3	trans-aconitate 3-methyltransferase	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0
M7WJX6	phosphopantetheine adenylyltransferase / dephospho-coa kinase	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	0.000141578235652882	0.0	0.0	9.01224232749942e-05	0.0	0.0	1000.0	0.0	0.0	0.000109100209140456
M7WJZ1	citrate synthase	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0
M7WK31	mannose-1-phosphate guanylyltransferase	4.37130890364296e-05	0.0100831975837496	0.00433524074812131	1.8299387508835e-05	1.8299387508835e-08	1000.0	7.49925287776571e-05	0.0198784075726714	0.00377256218857067	1.24257310994235e-05	0.0080956992191414	0.00153485582444123	0.000127151919476565	0.0222697597505878	0.00570962241625482	1.17638314260516e-05	0.00740137224086869	0.0015894122121158
M7WK45	nad-dependent deacetylase sirtuin 1	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0	0.0	0.0	1000.0
M7WK47	40s ribosomal protein s27	0.00570411024902559	0.0182809766656591	0.312024371200079	0.000706098538598547	0.00491566322622588	0.143642578041432	0.00678849316659466	0.0283118236730288	0.239775905819225	0.000627322817509536	0.00474365938084258	0.132244490412402	0.0292637339093238	0.053743967714941	0.544502669853837	0.00103899719860623	0.00460641634182862	0.225554340186667
M7WK50	aryl-alcohol dehydrogenase	0.000148826980512739	0.186598317812251	0.000797579432964041	1.60085723106994e-05	0.0698042491725195	0.000229335212404257	1.68692404831385e-05	0.167382827584983	0.000100782384468763	3.11617334831077e-07	3.11617334831077e-10	1000.0	3.90702224995539e-05	3.90702224995539e-08	1000.0	8.62964969859064e-06	0.226991698775231	3.80174682385006e-05
M7WK86	purine-nucleoside phosphorylase	6.23945927130047e-09	6.23945927130047e-12	1000.0	2.06936258927331e-09	2.06936258927331e-12	1000.0	3.81400289549777e-09	3.81400289549777e-12	1000.0	9.00075214220449e-09	9.00075214220449e-12	1000.0	9.53197513282988e-09	9.53197513282988e-12	1000.0	1.31999394887177e-09	1.31999394887177e-12	1000.0
M7WKC4	utp--glucose-1-phosphate uridylyltransferase (ec 2.7.7.9)	0.000198537601275108	0.0188845639344962	0.0105132213782518	7.93680412270411e-05	0.0198853426073606	0.0039912835697215	0.000316482568277264	0.052315311423314	0.00604952087002631	5.63706477208404e-05	0.0206388174832786	0.00273129251549956	0.000543636357056949	0.0594592715031779	0.00914300399775152	7.39517159075748e-05	0.0161052782238063	0.0045917689145079
M7WKC7	dutp pyrophosphatase	9.87517221389277e-07	9.87517221389277e-10	1000.0	1.28132765216027e-07	0.000260405132968595	0.000492051611100463	2.91884542163259e-07	0.00036141065745147	0.000807625719234505	2.37176281018871e-07	2.37176281018871e-10	1000.0	6.47556853197953e-07	0.000437834925665907	0.00147899771178162	2.20999507160941e-07	0.000337453658796955	0.000654903277530964
M7WKC9	ferric-chelate reductase	1.1113730803139e-06	1.1113730803139e-09	1000.0	2.27210372978805e-07	2.27210372978805e-10	1000.0	9.17648992953874e-07	9.17648992953874e-10	1000.0	3.66926625100092e-07	3.66926625100092e-10	1000.0	1.15015075179308e-06	1.15015075179308e-09	1000.0	5.71446928266261e-07	5.71446928266261e-10	1000.0
M7WKF8	2-oxoglutarate dehydrogenase e2 component (dihydrolipoamide succinyltransferase)	0.000395462976978405	0.0903158356271511	0.00437866708791785	0.000246940876996898	0.14321932152348	0.00172421482220479	0.000137926157161013	0.0128502135915333	0.0107333746772808	4.6690369986453e-05	0.00608202914691917	0.00767677511215215	0.000737230333999485	0.100167166450055	0.00735999988945557	0.00024503998876229	0.110962925683615	0.00220830504650683
M7WKH8	endoplasmic reticulum protein	3.45336916206172e-06	3.45336916206172e-09	1000.0	3.32930752121996e-06	0.000487698525843096	0.00682656876082311	1.04309885485923e-05	0.000805668071535896	0.0129470049976128	3.97681150924917e-06	0.000499818828492332	0.00795650600287496	3.75381712900126e-06	0.000329258429059565	0.01140082317626	6.69940683976521e-07	6.24562632118732e-05	0.0107265572662241
M7WKI7	inositol-3-phosphate synthase	6.82678986626789e-06	0.00019879107196518	0.0343415315324808	2.73027965414003e-06	0.000178622000739994	0.0152852372206618	7.92771376649817e-06	0.00268005053453384	0.00295804637425506	2.5961449628435e-06	0.00271158640655592	0.000957426603322205	6.84163553839769e-06	0.000588612552971643	0.0116233259108344	5.82365038688685e-06	0.00774404891545668	0.000752016219223923
M7WKJ2	dihydrofolate reductase	2.6103137576588e-07	2.6103137576588e-10	1000.0	7.27004311140771e-08	7.27004311140771e-11	1000.0	3.49283002766185e-07	3.49283002766185e-10	1000.0	1.35206911174161e-07	1.35206911174161e-10	1000.0	5.57539647995849e-07	5.57539647995849e-10	1000.0	6.72861715335609e-08	6.72861715335609e-11	1000.0
M7WKL7	aldehyde dehydrogenase (nad)	7.88508919192462e-05	0.00455102581326157	0.0173259601581421	1.16665869117951e-05	0.00211261787529714	0.00552233655135302	0.00103402793125975	0.0112043972369882	0.0922876893230989	6.29270774146575e-06	0.00027873615072404	0.0225758579399189	0.000224305530780416	0.0416325764567091	0.00538774079989155	2.71650552278145e-05	0.00757533069248391	0.00358598935552307
M7WKR4	ctp synthase (ec 6.3.4.2) (utp--ammonia ligase)	7.14943095683188e-05	0.0729173746318562	0.000980483868615372	1.98766511173107e-05	0.0535088355452485	0.000371464841549439	9.73074253924704e-05	0.191977535229703	0.000506868812937103	1.68583591278213e-05	0.0658054736542081	0.000256184754727364	0.000248757886503951	0.232632317216457	0.0010693178380392	2.49828077502473e-05	0.0694087479441594	0.000359937450108543
M7WKS9	2-acylglycerol o-acyltransferase 2	5.83189719849217e-05	5.83189719849217e-08	1000.0	1.8656481991247e-05	1.8656481991247e-08	1000.0	7.61333950707841e-05	7.61333950707841e-08	1000.0	1.2706091344473e-05	1.2706091344473e-08	1000.0	0.000110564532876368	1.10564532876368e-07	1000.0	4.88211680818407e-05	4.88211680818407e-08	1000.0
M7WKT2	glycosyltransferase family 8 protein	4.84311336442003e-07	4.84311336442003e-10	1000.0	1.70081570867086e-07	1.70081570867086e-10	1000.0	6.32387445984044e-07	6.32387445984044e-10	1000.0	1.42155298618792e-07	1.42155298618792e-10	1000.0	1.11087546981158e-06	1.11087546981158e-09	1000.0	1.29831708256161e-07	0.0242131737388645	5.36202769849079e-06
