FLUXES:
r_1219	L-tryptophan transport	H+[e] + L-tryptophan[e] => H+[c] + L-tryptophan[c]	0
r_1220	L-tyrosine transport	L-tyrosine[v] => L-tyrosine[c]	0
r_1221	L-tyrosine transport	H+[v] + L-tyrosine[c] => H+[c] + L-tyrosine[v]	0
r_1222	L-tyrosine transport	H+[v] + L-tyrosine[v] => H+[c] + L-tyrosine[c]	0
r_1223	L-tyrosine transport	H+[e] + L-tyrosine[e] => H+[c] + L-tyrosine[c]	0
r_1224	L-valine transport	H+[e] + L-valine[e] => H+[c] + L-valine[c]	0
r_1226	malate transport	(S)-malate[c] + phosphate[m] => (S)-malate[m] + phosphate[c]	0
r_1227	maltose transport	H+[e] + maltose[e] => H+[c] + maltose[c]	0
r_1229	NAD transport	NAD[c] => NAD[m]	0
r_1230	NAD transport	dAMP[m] + NAD[c] => dAMP[c] + NAD[m]	0
r_1231	NAD transport	AMP[m] + NAD[c] => AMP[c] + NAD[m]	3.4095e-16
r_1232	NAD transport	dGMP[m] + NAD[c] => dGMP[c] + NAD[m]	0
r_1235	nicotinate transport	nicotinate[e] => nicotinate[c]	0
r_1236	octadecanoate (n-C18:0) transport	stearate[c] => stearate[p]	0
r_1237	ornithine transport	H+[c] + ornithine[m] => H+[m] + ornithine[c]	0.033162
r_1238	orntithine transport	H+[e] + ornithine[e] => H+[c] + ornithine[c]	0
r_1239	oxaloacetate transport	H+[c] + oxaloacetate[c] => H+[m] + oxaloacetate[m]	0
r_1241	pantothenate transport	(R)-pantothenate[e] + H+[e] => (R)-pantothenate[c] + H+[c]	0
r_1242	pentaprenyl diphosphate transport	pentaprenyl diphosphate[c] => pentaprenyl diphosphate[m]	0
r_1244	phosphate transport	H+[e] + phosphate[e] => H+[c] + phosphate[c]	0.012392
r_1245	phosphate transport	H+[c] + phosphate[c] => H+[m] + phosphate[m]	13.0947
r_1249	potassium transport	H+[e] + potassium[e] => H+[c] + potassium[c]	0
r_1251	putrescine transport	H+[c] + putrescine[e] => H+[e] + putrescine[c]	0
r_1252	putrescine transport	H+[v] + putrescine[c] => H+[c] + putrescine[v]	0
r_1253	pyridoxine symport	H+[e] + pyridoxine[e] => H+[c] + pyridoxine[c]	0
r_1254	pyruvate transport	H+[e] + pyruvate[e] => H+[c] + pyruvate[c]	0
r_1255	S-adenosyl-L-methionine transport	H+[e] + S-adenosyl-L-methionine[e] => H+[c] + S-adenosyl-L-methionine[c]	0
r_1256	S-adenosyl-L-methionine transport	S-adenosyl-L-methionine[c] => S-adenosyl-L-methionine[m]	0
r_1257	S-methylmethionine permease	H+[e] + S-methyl-L-methionine[e] => H+[c] + S-methyl-L-methionine[c]	0
r_1258	sodium proton antiporter	H+[e] + sodium[c] => H+[c] + sodium[e]	0
r_1260	spermidine transport	H+[c] + spermidine[e] => H+[e] + spermidine[c]	0
r_1261	spermidine transport	H+[v] + spermidine[c] => H+[c] + spermidine[v]	0
r_1262	spermine transport	H+[c] + spermine[e] => H+[e] + spermine[c]	0
r_1263	spermine transport	H+[v] + spermine[c] => H+[c] + spermine[v]	0
r_1264	succinate transport	phosphate[m] + succinate[c] => phosphate[c] + succinate[m]	0
r_1265	succinate-fumarate transport	fumarate[m] + succinate[c] => fumarate[c] + succinate[m]	0.0059913
r_1266	sulfate uniport	sulphate[e] => sulphate[c]	0.0074567
r_1267	sulfite transport	sulphite[c] => sulphite[e]	0
r_1268	taurine transport	taurine[c] => taurine[e]	0
r_1270	thiamine transport	H+[e] + thiamine[e] => H+[c] + thiamine[c]	0
r_1271	UDPgalactose transport	UDP-D-galactose[c] => UDP-D-galactose[g]	0
r_1272	uracil transport	H+[e] + uracil[e] => H+[c] + uracil[c]	0
r_1273	urea transport	2 H+[e] + urea[e] => 2 H+[c] + urea[c]	0
r_1274	uridine transport	H+[e] + uridine[e] => H+[c] + uridine[c]	0
r_1275	UTP transport	FMN[m] + H+[c] + UMP[m] + UTP[c] => FMN[c] + H+[m] + UMP[c] + UTP[m]	0
r_1276	UTP/UMP antiport	2 H+[c] + UMP[m] + UTP[c] => 2 H+[m] + UMP[c] + UTP[m]	0
r_1277	water diffusion	H2O[e] => H2O[c]	0
r_1278	zymosterol transport	zymosterol[e] => zymosterol[ce]	0
r_1542	(1->3)-beta-D-glucan exchange	(1->3)-beta-D-glucan[e] => 	0
r_1543	(1->3)-beta-D-glucan transport	(1->3)-beta-D-glucan[ce] => (1->3)-beta-D-glucan[c]	0
r_1545	(R)-carnitine exchange	(R)-carnitine[e] => 	0
r_1546	(R)-lactate exchange	(R)-lactate[e] => 	0
r_1547	(R)-mevalonate exchange	(R)-mevalonate[e] => 	0
r_1548	(R)-pantothenate exchange	(R)-pantothenate[e] => 	0
r_1549	(R,R)-2,3-butanediol exchange	(R,R)-2,3-butanediol[e] => 	0
r_1550	(S)-3-methyl-2-oxopentanoate exchange	(S)-3-methyl-2-oxopentanoate[e] => 	0
r_1551	(S)-lactate exchange	(S)-lactate[e] => 	0
r_1552	(S)-malate exchange	(S)-malate[e] => 	0
r_1553	1-(sn-glycero-3-phospho)-1D-myo-inositol exchange	1-(sn-glycero-3-phospho)-1D-myo-inositol[e] => 	0
r_1560	1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion	myo-inositol 1,3,4,5,6-pentakisphosphate[c] => myo-inositol 1,3,4,5,6-pentakisphosphate[n]	0
r_1562	1D-myo-inositol 1-phosphate transport	1D-myo-inositol 1-phosphate[er] => 1D-myo-inositol 1-phosphate[c]	0.0024274
r_1563	2'-deoxyadenosine exchange	2'-deoxyadenosine[e] => 	0
r_1565	2'-deoxyinosine exchange	2'-deoxyinosine[e] => 	0
r_1567	2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c] => 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m]	0
r_1568	2-dehydropantoate transport	2-dehydropantoate[c] => 2-dehydropantoate[m]	0
r_1572	2-isopropylmalate exchange	2-isopropylmalate[e] => 	0
r_1573	2-isopropylmalate transport	2-isopropylmalate[c] => 2-isopropylmalate[e]	0
r_1574	2-isopropylmalate transport	2-isopropylmalate[c] => 2-isopropylmalate[m]	0
r_1575	2-methyl-1-butanol transport	2-methylbutanol[c] => 2-methylbutanol[e]	0
r_1576	2-methyl-1-butanol transport	2-methylbutanol[c] => 2-methylbutanol[m]	0
r_1577	2-methylbutanal exchange	2-methylbutanal[e] => 	0
r_1578	2-methylbutanal transport	2-methylbutanal[c] => 2-methylbutanal[e]	0
r_1579	2-methylbutanal transport	2-methylbutanal[c] => 2-methylbutanal[m]	0
r_1580	2-methylbutanol exchange	2-methylbutanol[e] => 	0
r_1582	2-methylpropanal transport	isobutyraldehyde[c] => isobutyraldehyde[e]	0
r_1583	2-methylpropanal transport	isobutyraldehyde[c] => isobutyraldehyde[m]	0
r_1585	2-oxobutanoate transporter	2-oxobutanoate[c] => 2-oxobutanoate[m]	0.0083819
r_1586	2-oxoglutarate exchange	2-oxoglutarate[e] => 	0
r_1587	2-oxoglutarate transport	2-oxoglutarate[c] => 2-oxoglutarate[n]	0
r_1588	2-oxoglutarate transport	2-oxoglutarate[e] => 2-oxoglutarate[c]	0
r_1589	2-phenylethanol exchange	2-phenylethanol[e] => 	0
r_1590	2-phenylethanol transport	2-phenylethanol[e] => 2-phenylethanol[c]	0
r_1591	2-phenylethanol transport	2-phenylethanol[m] => 2-phenylethanol[c]	0
r_1595	3-carboxy-4-methyl-2-oxopentanoate transport	(2S)-2-isopropyl-3-oxosuccinate[c] => (2S)-2-isopropyl-3-oxosuccinate[m]	0
r_1596	3-methyl-2-oxopentanoate transport	(S)-3-methyl-2-oxopentanoate[c] => (S)-3-methyl-2-oxopentanoate[m]	0
r_1597	3-methyl-oxopentanoate trasport	(S)-3-methyl-2-oxopentanoate[e] => (S)-3-methyl-2-oxopentanoate[c]	0
r_1598	3-methylbutanal exchange	3-methylbutanal[e] => 	0
r_1599	3-methylbutanal transport	3-methylbutanal[c] => 3-methylbutanal[e]	0
r_1600	3-methylbutanal transport	3-methylbutanal[c] => 3-methylbutanal[m]	0
r_1601	3-octaprenyl-4-hydroxybenzoate transport	3-hexaprenyl-4-hydroxybenzoic acid[c] => 3-hexaprenyl-4-hydroxybenzoic acid[m]	0
r_1603	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	5'-phosphoribosyl-5-aminoimidazole[c] + 2 H+[c] => 4-amino-5-hydroxymethyl-2-methylpyrimidine[c] + glycolaldehyde[c] + phosphate[c]	0
r_1604	4-aminobenzoate exchange	4-aminobenzoate[e] => 	0
r_1605	4-aminobenzoate transport	4-aminobenzoate[c] => 4-aminobenzoate[e]	0
r_1606	4-aminobenzoate transport	4-aminobenzoate[c] => 4-aminobenzoate[m]	0
r_1607	4-aminobutanal transport	4-aminobutanal[c] => 4-aminobutanal[m]	0
r_1608	4-aminobutyrate transport	gamma-aminobutyrate[c] => gamma-aminobutyrate[m]	0
r_1609	4-hydroxy-2-oxoglutarate transport	4-hydroxy-2-oxoglutarate[c] => 4-hydroxy-2-oxoglutarate[m]	0
r_1610	4-hydroxy-2-oxoglutarate transport	4-hydroxy-2-oxoglutarate[c] => 4-hydroxy-2-oxoglutarate[p]	0
r_1611	4-hydroxybenzoate transport	4-hydroxybenzoate[c] => 4-hydroxybenzoate[m]	0
r_1621	5-aminolevulinate exchange	5-aminolevulinate[e] => 	0
r_1622	5-aminolevulinate transport	5-aminolevulinate[c] => 5-aminolevulinate[m]	0
r_1625	5-formyltetrahydrofolic acid exchange	5-formyltetrahydrofolic acid[e] => 	0
r_1627	7,8-diaminononanoate exchange	7,8-diaminononanoate[e] => 	0
r_1628	7,8-diaminononanoate transport	7,8-diaminononanoate[e] => 7,8-diaminononanoate[c]	0
r_1629	8-amino-7-oxononanoate exchange	8-amino-7-oxononanoate[e] => 	0
r_1630	9H-xanthine exchange	9H-xanthine[e] => 	0
r_1631	acetaldehyde exchange	acetaldehyde[e] => 	0
r_1632	acetaldehyde transport	acetaldehyde[m] => acetaldehyde[c]	0
r_1633	acetaldehyde transport	acetaldehyde[e] => acetaldehyde[c]	0
r_1634	acetate exchange	acetate[e] => 	0
r_1635	acetate transport	acetate[c] => acetate[n]	0
r_1637	acetyl-CoA transport	acetyl-CoA[c] => acetyl-CoA[n]	0
r_1638	acetylcarnitine transport	O-acetylcarnitine[p] => O-acetylcarnitine[c]	0
r_1639	adenine exchange	adenine[e] => 	0
r_1640	adenine transport	adenine[c] => adenine[m]	0
r_1641	adenosine 3',5'-bismonophosphate exchange	adenosine 3',5'-bismonophosphate[e] => 	0
r_1642	adenosine 3',5'-bisphosphate transport	adenosine 3',5'-bismonophosphate[c] => adenosine 3',5'-bismonophosphate[m]	0
r_1643	adenosine exchange	adenosine[e] => 	0
r_1644	ADP transport	ADP[c] => ADP[n]	0
r_1645	ADP transport	ADP[c] => ADP[er]	0
r_1647	AKG transporter, peroxisome	2-oxoglutarate[c] => 2-oxoglutarate[p]	0
r_1648	allantoate exchange	allantoate[e] => 	0
r_1649	allantoin exchange	allantoin[e] => 	0
r_1650	alpha,alpha-trehalose exchange	trehalose[e] => 	0
r_1651	alpha-D-glucosamine 6-phosphate exchange	alpha-D-glucosamine 6-phosphate[e] => 	0
r_1652	alpha-ketoglutarate/malate transporter	(S)-malate[e] + 2-oxoglutarate[c] => (S)-malate[c] + 2-oxoglutarate[e]	0
r_1654	ammonium exchange	ammonium[e] => 	0
r_1656	AMP transport	AMP[n] => AMP[c]	0
r_1657	arginine transport	H+[c] + L-arginine[c] => H+[m] + L-arginine[m]	0
r_1658	asparagine transport	L-asparagine[c] => L-asparagine[m]	0
r_1659	aspartate-glutamate transporter	L-aspartate[c] + L-glutamate[p] => L-aspartate[p] + L-glutamate[c]	0
r_1660	ATP diffusion	ATP[c] => ATP[n]	0
r_1661	ATP transport	ATP[c] => ATP[er]	0
r_1669	bicarbonate transport	bicarbonate[c] => bicarbonate[n]	0
r_1671	biotin exchange	biotin[e] => 	0
r_1672	carbon dioxide exchange	carbon dioxide[e] => 	3.22
r_1673	carnitine transport	(R)-carnitine[c] => (R)-carnitine[p]	0
r_1674	carnitine-acetylcarnitine carrier	(R)-carnitine[c] + O-acetylcarnitine[p] => (R)-carnitine[p] + O-acetylcarnitine[c]	0
r_1675	CDP transport	CDP[c] => CDP[n]	0
r_1676	ceramide transport	ceramide-1 (C24)[g] => ceramide-1 (C24)[er]	0
r_1677	ceramide transport	ceramide-2 (C24)[g] => ceramide-2 (C24)[er]	0
r_1678	ceramide transport	ceramide-4 (C24)[g] => ceramide-4 (C24)[er]	0
r_1679	ceramide transport	ceramide-1 (C26)[g] => ceramide-1 (C26)[er]	0
r_1680	ceramide transport	ceramide-2 (C26)[g] => ceramide-2 (C26)[er]	0
r_1681	ceramide transport	ceramide-4 (C26)[g] => ceramide-4 (C26)[er]	0
r_1683	choline exchange	choline[e] => 	0
r_1684	choline transport	choline[ce] => choline[c]	0
r_1686	citrate transport	citrate[e] => citrate[c]	0
r_1687	citrate(3-) exchange	citrate[e] => 	0
r_1688	citrate/isocitrate antiport	citrate[c] + isocitrate[p] => citrate[p] + isocitrate[c]	0
r_1689	citrate/malate antiport	(S)-malate[c] + citrate[p] => (S)-malate[p] + citrate[c]	0
r_1691	CO2 transport	carbon dioxide[c] => carbon dioxide[er]	0
r_1694	CO2 transport	carbon dioxide[n] => carbon dioxide[c]	0
r_1695	CO2 transport	carbon dioxide[c] => carbon dioxide[p]	0
r_1696	CO2 transport	carbon dioxide[c] => carbon dioxide[m]	0
r_1697	CO2 transport	carbon dioxide[c] => carbon dioxide[e]	3.22
r_1698	coenzyme A transport	coenzyme A[c] => coenzyme A[er]	0
r_1699	coenzyme A transport	coenzyme A[c] => coenzyme A[n]	0
r_1700	coenzyme A transport	coenzyme A[p] => coenzyme A[c]	0
r_1702	cytidine exchange	cytidine[e] => 	0
r_1705	cytosine exchange	cytosine[e] => 	0
r_1706	D-arabinose exchange	D-arabinose[e] => 	0
r_1707	D-arabinose transport	D-arabinose[e] => D-arabinose[c]	0
r_1708	D-erythrose 4-phosphate transport	D-erythrose 4-phosphate[c] => D-erythrose 4-phosphate[m]	0
r_1709	D-fructose exchange	D-fructose[e] => 	0
r_1710	D-galactose exchange	D-galactose[e] => 	0
r_1711	D-galacturonate exchange	D-galacturonate[e] => 	0
r_1712	D-glucitol exchange	D-glucitol[e] => 	0
r_1713	D-glucosamine 6-phosphate uniport	alpha-D-glucosamine 6-phosphate[e] => alpha-D-glucosamine 6-phosphate[c]	0
r_1714	D-glucose exchange	D-glucose[e] => 	0
r_1715	D-mannose exchange	D-mannose[e] => 	0
r_1716	D-ribose exchange	D-ribose[e] => 	0
r_1717	D-sorbitol transport	D-glucitol[e] => D-glucitol[c]	0
r_1718	D-xylose exchange	D-xylose[e] => 	0
r_1719	D-xylose transport	D-xylose[e] => D-xylose[c]	1.74
r_1720	dADP transport	dADP[c] => dADP[n]	0
r_1721	dCDP transport	dCDP[c] => dCDP[n]	0
r_1726	deamino-NAD+ diffusion	deamido-NAD(+)[c] => deamido-NAD(+)[n]	0
r_1727	decanoate exchange	decanoate[e] => 	0
r_1728	deoxyadenosine transport	2'-deoxyadenosine[e] => 2'-deoxyadenosine[c]	0
r_1733	deoxyinosine transport	2'-deoxyinosine[e] => 2'-deoxyinosine[c]	0
r_1737	dGDP transport	dGDP[c] => dGDP[n]	0
r_1738	dhnpt transport	7,8-dihydroneopterin[c] => 7,8-dihydroneopterin[m]	0
r_1743	dihydrofolate transport	dihydrofolic acid[c] => dihydrofolic acid[m]	-4.9802e-18
r_1745	dihydropteroate transport	7,8-dihydropteroate[c] => 7,8-dihydropteroate[m]	0
r_1746	dihydroxyacetone phosphate transport	dihydroxyacetone phosphate[m] => dihydroxyacetone phosphate[c]	0
r_1747	diphosphate transport	diphosphate[c] => diphosphate[p]	0
r_1748	dolichol phosphate transport	dolichyl phosphate[c] => dolichyl phosphate[er]	0
r_1749	dTTP exchange	dTTP[e] => 	0
r_1750	dTTP uniport	dTTP[e] => dTTP[c]	0
r_1751	dUDP diffusion	dUDP[c] => dUDP[n]	0
r_1752	dUMP transport	dUMP[c] => dUMP[n]	0
